item1,item2,sim
i359,i298,0.2
i347,i10,0.2
i551,i460,0.2
i463,i530,0.2
i131,i71,0.2
i71,i457,0.2
i244,i62,0.2
i131,i61,0.2
i131,i388,0.2
i244,i441,0.2
i244,i222,0.2
i370,i456,0.2
i356,i276,0.2
i155,i466,0.2
i472,i107,0.2
i158,i420,0.2
i504,i232,0.2
i359,i71,0.2
i298,i50,0.2
i298,i248,0.2
i370,i231,0.2
i456,i289,0.2
i231,i95,0.2
i30,i188,0.2
i225,i71,0.2
i370,i402,0.2
i305,i42,0.2
i472,i120,0.2
i71,i298,0.2
i501,i359,0.2
i402,i349,0.2
i61,i296,0.2
i155,i277,0.2
i388,i476,0.2
i356,i384,0.2
i370,i204,0.2
i205,i506,0.2
i268,i70,0.2
i199,i456,0.2
i357,i19,0.2
i158,i271,0.2
i225,i359,0.2
i356,i133,0.2
i225,i501,0.2
i504,i425,0.2
i402,i199,0.2
i504,i369,0.2
i298,i437,0.2
i504,i466,0.2
i71,i61,0.2
i388,i561,0.2
i504,i302,0.2
i305,i158,0.2
i131,i518,0.2
i420,i272,0.2
i370,i511,0.2
i298,i128,0.2
i298,i506,0.2
i155,i302,0.2
i268,i339,0.2
i268,i288,0.2
i268,i95,0.2
i220,i387,0.2
i418,i272,0.2
i346,i272,0.2
i268,i477,0.2
i298,i74,0.2
i33,i198,0.2
i209,i357,0.2
i482,i349,0.2
i171,i71,0.2
i543,i437,0.2
i181,i200,0.2
i356,i463,0.2
i418,i76,0.2
i339,i302,0.2
i204,i19,0.2
i418,i61,0.2
i204,i349,0.2
i27,i388,0.2
i472,i543,0.2
i543,i128,0.2
i463,i466,0.2
i271,i420,0.2
i271,i50,0.2
i410,i288,0.2
i158,i439,0.2
i158,i506,0.2
i339,i232,0.2
i158,i272,0.2
i356,i155,0.2
i27,i530,0.2
i271,i205,0.2
i410,i95,0.2
i114,i422,0.2
i356,i504,0.2
i27,i511,0.2
i388,i298,0.2
i271,i459,0.2
i388,i74,0.2
i114,i205,0.2
i388,i373,0.2
i27,i557,0.2
i543,i439,0.2
i27,i204,0.2
i555,i346,0.2
i171,i501,0.2
i388,i93,0.2
i114,i50,0.2
i543,i415,0.2
i27,i298,0.2
i114,i420,0.2
i463,i302,0.2
i171,i359,0.2
i114,i271,0.2
i472,i420,0.2
i204,i289,0.2
i199,i511,0.2
i501,i506,0.2
i209,i356,0.2
i42,i472,0.2
i356,i27,0.2
i171,i388,0.2
i356,i220,0.2
i27,i410,0.2
i158,i459,0.2
i271,i128,0.2
i158,i326,0.2
i155,i557,0.2
i155,i388,0.2
i232,i276,0.2
i268,i561,0.2
i231,i349,0.2
i410,i384,0.2
i47,i477,0.2
i171,i476,0.2
i54,i551,0.2
i70,i54,0.2
i27,i231,0.2
i171,i157,0.2
i27,i277,0.2
i339,i85,0.2
i181,i133,0.2
i271,i506,0.2
i204,i107,0.2
i410,i70,0.2
i181,i306,0.2
i501,i388,0.2
i171,i74,0.2
i27,i273,0.2
i410,i477,0.2
i27,i472,0.2
i543,i50,0.2
i356,i539,0.2
i543,i248,0.2
i543,i298,0.2
i231,i107,0.2
i501,i74,0.2
i27,i71,0.2
i181,i220,0.2
i543,i76,0.2
i61,i518,0.2
i181,i349,0.2
i171,i298,0.2
i268,i276,0.2
i501,i298,0.2
i204,i95,0.2
i232,i561,0.2
i181,i95,0.2
i181,i400,0.2
i181,i477,0.2
i158,i415,0.2
i27,i402,0.2
i220,i530,0.2
i54,i19,0.2
i516,i347,0.2
i209,i204,0.2
i277,i561,0.2
i388,i457,0.2
i374,i459,0.2
i388,i384,0.2
i209,i85,0.2
i209,i456,0.2
i388,i506,0.2
i204,i199,0.2
i268,i133,0.2
i374,i128,0.2
i374,i506,0.2
i155,i71,0.2
i356,i288,0.2
i482,i133,0.2
i374,i205,0.2
i27,i85,0.2
i209,i530,0.2
i271,i346,0.2
i209,i511,0.2
i271,i555,0.2
i155,i85,0.2
i504,i530,0.2
i504,i511,0.2
i374,i50,0.2
i33,i155,0.2
i374,i326,0.2
i356,i95,0.2
i374,i420,0.2
i393,i475,0.2
i155,i273,0.2
i482,i95,0.2
i482,i400,0.2
i482,i477,0.2
i305,i415,0.2
i339,i466,0.2
i158,i555,0.2
i27,i357,0.2
i388,i296,0.2
i27,i129,0.2
i305,i439,0.2
i374,i272,0.2
i504,i54,0.2
i501,i157,0.2
i171,i506,0.2
i504,i456,0.2
i209,i129,0.2
i158,i205,0.2
i271,i272,0.2
i374,i346,0.2
i374,i555,0.2
i356,i477,0.2
i456,i19,0.2
i482,i306,0.2
i555,i272,0.2
i114,i506,0.2
i482,i200,0.2
i388,i205,0.2
i504,i472,0.2
i27,i456,0.2
i402,i95,0.2
i516,i457,0.2
i171,i119,0.2
i114,i326,0.2
i114,i459,0.2
i472,i76,0.2
i209,i410,0.2
i504,i402,0.2
i516,i61,0.2
i209,i402,0.2
i271,i326,0.2
i171,i225,0.2
i516,i418,0.2
i418,i457,0.2
i204,i504,0.2
i501,i71,0.2
i70,i85,0.2
i155,i530,0.2
i516,i414,0.2
i114,i128,0.2
i504,i410,0.2
i410,i339,0.2
i70,i302,0.2
i27,i54,0.2
i374,i271,0.2
i33,i27,0.2
i220,i330,0.2
i205,i555,0.2
i353,i347,0.2
i205,i518,0.2
i70,i232,0.2
i356,i339,0.2
i155,i410,0.2
i463,i232,0.2
i374,i422,0.2
i209,i231,0.2
i374,i114,0.2
i374,i158,0.2
i42,i543,0.2
i374,i403,0.2
i504,i231,0.2
i209,i277,0.2
i339,i530,0.2
i504,i277,0.2
i374,i447,0.2
i158,i437,0.2
i205,i272,0.2
i205,i346,0.2
i273,i384,0.2
i199,i129,0.2
i389,i222,0.2
i108,i204,0.2
i511,i289,0.2
i4,i93,0.2
i4,i373,0.2
i495,i425,0.2
i4,i205,0.2
i330,i477,0.2
i93,i518,0.2
i330,i400,0.2
i353,i373,0.2
i330,i95,0.2
i495,i54,0.2
i50,i439,0.2
i220,i450,0.2
i50,i272,0.2
i353,i93,0.2
i158,i114,0.2
i50,i415,0.2
i4,i457,0.2
i494,i311,0.2
i330,i349,0.2
i415,i439,0.2
i422,i459,0.2
i119,i494,0.2
i226,i131,0.2
i353,i205,0.2
i359,i388,0.2
i220,i85,0.2
i403,i422,0.2
i93,i205,0.2
i164,i475,0.2
i256,i133,0.2
i188,i311,0.2
i4,i388,0.2
i108,i456,0.2
i93,i457,0.2
i96,i157,0.2
i96,i476,0.2
i389,i460,0.2
i422,i506,0.2
i108,i511,0.2
i108,i402,0.2
i463,i410,0.2
i403,i114,0.2
i511,i19,0.2
i530,i276,0.2
i403,i158,0.2
i189,i384,0.2
i420,i326,0.2
i457,i296,0.2
i93,i296,0.2
i422,i128,0.2
i108,i231,0.2
i76,i128,0.2
i226,i520,0.2
i387,i133,0.2
i353,i71,0.2
i353,i61,0.2
i387,i200,0.2
i4,i518,0.2
i198,i118,0.2
i118,i561,0.2
i85,i133,0.2
i76,i437,0.2
i414,i205,0.2
i85,i276,0.2
i119,i157,0.2
i256,i220,0.2
i119,i476,0.2
i370,i129,0.2
i400,i17,0.2
i420,i555,0.2
i412,i133,0.2
i441,i389,0.2
i400,i132,0.2
i500,i244,0.2
i158,i422,0.2
i85,i561,0.2
i400,i387,0.2
i302,i561,0.2
i293,i204,0.2
i353,i388,0.2
i256,i349,0.2
i414,i457,0.2
i158,i42,0.2
i119,i225,0.2
i402,i19,0.2
i4,i296,0.2
i119,i385,0.2
i256,i477,0.2
i422,i326,0.2
i119,i501,0.2
i412,i220,0.2
i119,i359,0.2
i457,i518,0.2
i387,i306,0.2
i273,i198,0.2
i412,i477,0.2
i119,i71,0.2
i119,i388,0.2
i199,i357,0.2
i119,i298,0.2
i256,i400,0.2
i412,i349,0.2
i256,i95,0.2
i119,i74,0.2
i119,i506,0.2
i412,i95,0.2
i412,i400,0.2
i4,i61,0.2
i108,i129,0.2
i385,i518,0.2
i93,i373,0.2
i530,i70,0.2
i422,i205,0.2
i349,i456,0.2
i494,i30,0.2
i59,i527,0.2
i59,i104,0.2
i349,i387,0.2
i59,i222,0.2
i128,i437,0.2
i511,i107,0.2
i349,i132,0.2
i59,i441,0.2
i349,i17,0.2
i349,i50,0.2
i220,i466,0.2
i402,i289,0.2
i132,i200,0.2
i494,i188,0.2
i494,i385,0.2
i349,i511,0.2
i403,i272,0.2
i403,i346,0.2
i422,i420,0.2
i530,i561,0.2
i403,i555,0.2
i256,i200,0.2
i128,i555,0.2
i128,i346,0.2
i349,i357,0.2
i220,i232,0.2
i17,i200,0.2
i420,i205,0.2
i128,i415,0.2
i231,i289,0.2
i420,i120,0.2
i17,i306,0.2
i220,i302,0.2
i277,i133,0.2
i277,i384,0.2
i349,i393,0.2
i349,i129,0.2
i380,i276,0.2
i128,i272,0.2
i128,i439,0.2
i349,i369,0.2
i420,i50,0.2
i17,i133,0.2
i132,i133,0.2
i199,i369,0.2
i422,i50,0.2
i132,i306,0.2
i349,i128,0.2
i410,i561,0.2
i76,i298,0.2
i76,i248,0.2
i277,i70,0.2
i273,i561,0.2
i76,i50,0.2
i384,i118,0.2
i403,i205,0.2
i277,i339,0.2
i256,i306,0.2
i506,i326,0.2
i506,i459,0.2
i506,i128,0.2
i164,i168,0.2
i4,i10,0.2
i403,i50,0.2
i353,i457,0.2
i4,i414,0.2
i403,i420,0.2
i414,i518,0.2
i403,i271,0.2
i4,i71,0.2
i450,i561,0.2
i108,i369,0.2
i330,i306,0.2
i389,i527,0.2
i389,i104,0.2
i108,i357,0.2
i330,i133,0.2
i330,i200,0.2
i414,i296,0.2
i128,i326,0.2
i277,i95,0.2
i557,i561,0.2
i128,i459,0.2
i420,i506,0.2
i384,i85,0.2
i422,i271,0.2
i506,i272,0.2
i506,i476,0.2
i403,i326,0.2
i506,i157,0.2
i277,i477,0.2
i420,i128,0.2
i231,i19,0.2
i557,i198,0.2
i384,i232,0.2
i506,i346,0.2
i384,i302,0.2
i403,i459,0.2
i353,i296,0.2
i277,i288,0.2
i384,i466,0.2
i506,i555,0.2
i557,i384,0.2
i403,i128,0.2
i403,i506,0.2
i353,i10,0.2
i477,i452,0.2
i410,i133,0.2
i477,i85,0.2
i288,i85,0.2
i95,i50,0.2
i414,i388,0.2
i373,i205,0.2
i373,i457,0.2
i472,i19,0.2
i414,i61,0.2
i373,i296,0.2
i288,i232,0.2
i288,i302,0.2
i288,i441,0.2
i477,i232,0.2
i477,i302,0.2
i477,i441,0.2
i477,i466,0.2
i477,i222,0.2
i288,i466,0.2
i76,i415,0.2
i373,i518,0.2
i42,i437,0.2
i288,i222,0.2
i477,i104,0.2
i288,i104,0.2
i347,i296,0.2
i477,i527,0.2
i95,i17,0.2
i10,i518,0.2
i61,i93,0.2
i268,i504,0.2
i359,i476,0.2
i95,i456,0.2
i437,i439,0.2
i539,i530,0.2
i95,i205,0.2
i353,i131,0.2
i359,i157,0.2
i133,i232,0.2
i437,i415,0.2
i133,i302,0.2
i133,i466,0.2
i477,i530,0.2
i347,i518,0.2
i472,i439,0.2
i422,i272,0.2
i268,i463,0.2
i95,i387,0.2
i95,i132,0.2
i477,i17,0.2
i412,i306,0.2
i477,i132,0.2
i477,i387,0.2
i472,i415,0.2
i477,i205,0.2
i61,i373,0.2
i10,i296,0.2
i248,i439,0.2
i248,i415,0.2
i359,i506,0.2
i10,i61,0.2
i248,i50,0.2
i370,i369,0.2
i71,i157,0.2
i70,i466,0.2
i370,i460,0.2
i131,i520,0.2
i71,i518,0.2
i347,i205,0.2
i347,i373,0.2
i61,i205,0.2
i347,i93,0.2
i76,i272,0.2
i253,i220,0.2
i131,i4,0.2
i76,i439,0.2
i244,i510,0.2
i244,i494,0.2
i414,i71,0.2
i347,i388,0.2
i356,i561,0.2
i472,i459,0.2
i158,i349,0.2
i370,i357,0.2
i131,i414,0.2
i10,i388,0.2
i71,i476,0.2
i42,i128,0.2
i74,i157,0.2
i288,i527,0.2
i277,i276,0.2
i197,i133,0.2
i95,i530,0.2
i10,i457,0.2
i369,i289,0.2
i74,i506,0.2
i95,i511,0.2
i472,i437,0.2
i220,i205,0.2
i71,i561,0.2
i74,i476,0.2
i158,i543,0.2
i539,i410,0.2
i10,i205,0.2
i296,i518,0.2
i253,i561,0.2
i248,i437,0.2
i10,i373,0.2
i369,i19,0.2
i410,i276,0.2
i10,i93,0.2
i359,i74,0.2
i248,i128,0.2
i62,i276,0.2
i539,i277,0.2
i530,i133,0.2
i107,i129,0.2
i268,i539,0.2
i500,i389,0.2
i420,i346,0.2
i293,i369,0.2
i539,i232,0.2
i220,i272,0.2
i414,i93,0.2
i422,i555,0.2
i107,i456,0.2
i107,i54,0.2
i422,i346,0.2
i107,i357,0.2
i95,i466,0.2
i107,i369,0.2
i50,i326,0.2
i50,i459,0.2
i459,i326,0.2
i199,i113,0.2
i107,i425,0.2
i95,i369,0.2
i50,i506,0.2
i42,i439,0.2
i459,i555,0.2
i459,i346,0.2
i353,i4,0.2
i293,i357,0.2
i293,i129,0.2
i539,i466,0.2
i293,i21,0.2
i500,i288,0.2
i61,i388,0.2
i293,i402,0.2
i500,i400,0.2
i293,i231,0.2
i500,i477,0.2
i530,i384,0.2
i500,i59,0.2
i414,i373,0.2
i293,i511,0.2
i50,i346,0.2
i50,i555,0.2
i302,i276,0.2
i353,i414,0.2
i293,i456,0.2
i220,i277,0.2
i293,i140,0.2
i463,i277,0.2
i158,i472,0.2
i268,i209,0.2
i412,i200,0.2
i50,i437,0.2
i50,i205,0.2
i539,i302,0.2
i42,i415,0.2
i268,i27,0.2
i510,i276,0.2
i120,i311,0.2
i459,i272,0.2
i95,i357,0.2
i353,i385,0.2
i95,i129,0.2
i400,i441,0.2
i539,i373,0.2
i326,i555,0.2
i326,i346,0.2
i377,i539,0.2
i400,i460,0.2
i400,i527,0.2
i400,i222,0.2
i400,i104,0.2
i268,i155,0.2
i95,i85,0.2
i120,i459,0.2
i95,i128,0.2
i326,i272,0.2
i377,i244,0.2
i288,i530,0.2
i95,i232,0.2
i539,i85,0.2
i95,i302,0.2
i425,i19,0.2
i165,i461,0.17777777777777778
i47,i397,0.17777777777777778
i67,i170,0.17777777777777778
i365,i259,0.17777777777777778
i261,i259,0.17777777777777778
i130,i397,0.17777777777777778
i365,i92,0.17777777777777778
i514,i130,0.17777777777777778
i514,i397,0.17777777777777778
i261,i68,0.17777777777777778
i259,i92,0.17777777777777778
i187,i92,0.17777777777777778
i259,i68,0.17777777777777778
i174,i138,0.17777777777777778
i130,i224,0.17777777777777778
i234,i328,0.17777777777777778
i367,i454,0.17777777777777778
i367,i202,0.17777777777777778
i130,i461,0.17777777777777778
i461,i224,0.17777777777777778
i187,i47,0.17777777777777778
i380,i368,0.16
i410,i287,0.16
i438,i232,0.16
i75,i460,0.16
i456,i303,0.16
i302,i287,0.16
i410,i196,0.16
i182,i231,0.16
i356,i116,0.16
i256,i57,0.16
i356,i287,0.16
i75,i232,0.16
i410,i351,0.16
i438,i410,0.16
i256,i20,0.16
i268,i20,0.16
i438,i356,0.16
i182,i511,0.16
i75,i466,0.16
i75,i302,0.16
i402,i303,0.16
i438,i530,0.16
i438,i302,0.16
i182,i402,0.16
i416,i164,0.16
i438,i277,0.16
i416,i460,0.16
i410,i20,0.16
i380,i556,0.16
i256,i87,0.16
i268,i116,0.16
i356,i75,0.16
i356,i20,0.16
i268,i196,0.16
i268,i351,0.16
i438,i450,0.16
i268,i287,0.16
i232,i287,0.16
i256,i416,0.16
i556,i369,0.16
i256,i196,0.16
i232,i351,0.16
i438,i253,0.16
i268,i533,0.16
i356,i533,0.16
i402,i531,0.16
i232,i196,0.16
i256,i179,0.16
i402,i351,0.16
i438,i85,0.16
i380,i531,0.16
i402,i213,0.16
i441,i351,0.16
i441,i52,0.16
i302,i351,0.16
i460,i52,0.16
i75,i118,0.16
i460,i320,0.16
i302,i196,0.16
i256,i144,0.16
i410,i533,0.16
i531,i369,0.16
i438,i466,0.16
i356,i351,0.16
i356,i196,0.16
i402,i196,0.16
i402,i556,0.16
i256,i287,0.16
i402,i440,0.16
i438,i268,0.16
i268,i75,0.16
i277,i20,0.16
i204,i182,0.16
i57,i387,0.16
i85,i196,0.16
i300,i140,0.16
i85,i533,0.16
i57,i482,0.16
i57,i181,0.16
i57,i273,0.16
i57,i330,0.16
i85,i20,0.16
i119,i213,0.16
i273,i87,0.16
i273,i262,0.16
i57,i557,0.16
i57,i17,0.16
i57,i132,0.16
i119,i309,0.16
i85,i287,0.16
i387,i287,0.16
i387,i196,0.16
i119,i228,0.16
i57,i506,0.16
i57,i393,0.16
i57,i118,0.16
i273,i309,0.16
i387,i20,0.16
i119,i116,0.16
i387,i87,0.16
i511,i303,0.16
i387,i416,0.16
i284,i441,0.16
i387,i179,0.16
i85,i351,0.16
i500,i91,0.16
i284,i104,0.16
i500,i20,0.16
i91,i460,0.16
i91,i441,0.16
i355,i369,0.16
i355,i238,0.16
i355,i357,0.16
i355,i129,0.16
i377,i284,0.16
i355,i456,0.16
i273,i228,0.16
i500,i52,0.16
i500,i351,0.16
i500,i213,0.16
i500,i533,0.16
i273,i179,0.16
i500,i309,0.16
i300,i460,0.16
i500,i284,0.16
i20,i527,0.16
i20,i104,0.16
i500,i156,0.16
i20,i222,0.16
i20,i466,0.16
i20,i441,0.16
i500,i228,0.16
i20,i302,0.16
i20,i232,0.16
i50,i196,0.16
i385,i52,0.16
i500,i116,0.16
i21,i52,0.16
i284,i222,0.16
i284,i527,0.16
i291,i54,0.16
i132,i196,0.16
i116,i530,0.16
i116,i71,0.16
i511,i262,0.16
i511,i156,0.16
i309,i333,0.16
i511,i355,0.16
i309,i118,0.16
i309,i527,0.16
i309,i104,0.16
i309,i425,0.16
i116,i10,0.16
i309,i222,0.16
i132,i287,0.16
i309,i441,0.16
i17,i179,0.16
i522,i103,0.16
i277,i533,0.16
i17,i416,0.16
i17,i87,0.16
i309,i80,0.16
i128,i196,0.16
i17,i20,0.16
i132,i20,0.16
i116,i277,0.16
i132,i87,0.16
i132,i416,0.16
i132,i179,0.16
i116,i273,0.16
i116,i410,0.16
i17,i196,0.16
i522,i393,0.16
i116,i388,0.16
i511,i440,0.16
i116,i460,0.16
i273,i213,0.16
i330,i179,0.16
i511,i351,0.16
i330,i416,0.16
i511,i196,0.16
i116,i118,0.16
i330,i87,0.16
i116,i527,0.16
i116,i104,0.16
i330,i20,0.16
i116,i222,0.16
i557,i179,0.16
i116,i466,0.16
i511,i531,0.16
i116,i441,0.16
i557,i303,0.16
i116,i302,0.16
i116,i232,0.16
i330,i196,0.16
i330,i287,0.16
i557,i87,0.16
i557,i262,0.16
i116,i397,0.16
i273,i303,0.16
i116,i85,0.16
i557,i309,0.16
i511,i556,0.16
i511,i213,0.16
i557,i213,0.16
i116,i557,0.16
i62,i556,0.16
i91,i222,0.16
i62,i531,0.16
i204,i531,0.16
i75,i273,0.16
i204,i262,0.16
i54,i320,0.16
i213,i527,0.16
i213,i104,0.16
i213,i369,0.16
i213,i222,0.16
i182,i129,0.16
i204,i213,0.16
i156,i527,0.16
i156,i104,0.16
i181,i144,0.16
i213,i441,0.16
i204,i556,0.16
i156,i369,0.16
i75,i410,0.16
i156,i222,0.16
i156,i441,0.16
i182,i357,0.16
i156,i357,0.16
i156,i129,0.16
i204,i196,0.16
i204,i351,0.16
i156,i164,0.16
i156,i456,0.16
i204,i440,0.16
i238,i440,0.16
i238,i151,0.16
i216,i368,0.16
i204,i303,0.16
i181,i179,0.16
i181,i416,0.16
i262,i118,0.16
i75,i71,0.16
i402,i262,0.16
i291,i140,0.16
i402,i156,0.16
i75,i85,0.16
i402,i355,0.16
i456,i440,0.16
i291,i238,0.16
i75,i557,0.16
i456,i351,0.16
i456,i196,0.16
i75,i388,0.16
i277,i287,0.16
i75,i530,0.16
i456,i531,0.16
i456,i556,0.16
i213,i118,0.16
i456,i213,0.16
i291,i425,0.16
i75,i10,0.16
i181,i287,0.16
i181,i196,0.16
i456,i262,0.16
i182,i456,0.16
i75,i277,0.16
i204,i355,0.16
i54,i309,0.16
i181,i20,0.16
i204,i156,0.16
i443,i213,0.16
i181,i87,0.16
i216,i355,0.16
i205,i287,0.16
i205,i196,0.16
i277,i351,0.16
i533,i302,0.16
i298,i262,0.16
i533,i232,0.16
i298,i213,0.16
i140,i151,0.16
i140,i52,0.16
i298,i303,0.16
i520,i416,0.16
i520,i156,0.16
i129,i303,0.16
i129,i440,0.16
i201,i238,0.16
i129,i351,0.16
i129,i196,0.16
i87,i506,0.16
i482,i287,0.16
i129,i531,0.16
i129,i556,0.16
i129,i213,0.16
i277,i196,0.16
i182,i369,0.16
i87,i118,0.16
i10,i533,0.16
i262,i129,0.16
i179,i118,0.16
i262,i357,0.16
i262,i393,0.16
i262,i369,0.16
i179,i506,0.16
i91,i527,0.16
i533,i441,0.16
i533,i460,0.16
i533,i466,0.16
i533,i222,0.16
i482,i196,0.16
i33,i57,0.16
i33,i299,0.16
i33,i116,0.16
i33,i75,0.16
i482,i20,0.16
i33,i228,0.16
i482,i87,0.16
i482,i416,0.16
i482,i179,0.16
i33,i179,0.16
i33,i87,0.16
i33,i262,0.16
i482,i144,0.16
i33,i309,0.16
i33,i213,0.16
i33,i303,0.16
i447,i416,0.16
i357,i303,0.16
i205,i20,0.16
i357,i440,0.16
i357,i351,0.16
i357,i196,0.16
i357,i531,0.16
i357,i556,0.16
i357,i213,0.16
i17,i287,0.16
i533,i527,0.16
i533,i104,0.16
i368,i62,0.16
i91,i104,0.16
i412,i179,0.16
i412,i144,0.16
i144,i387,0.16
i369,i351,0.16
i412,i196,0.16
i144,i425,0.16
i530,i20,0.16
i144,i420,0.16
i369,i196,0.16
i144,i17,0.16
i231,i156,0.16
i299,i118,0.16
i369,i303,0.16
i425,i320,0.16
i530,i533,0.16
i144,i54,0.16
i231,i196,0.16
i144,i460,0.16
i228,i441,0.16
i144,i459,0.16
i47,i20,0.16
i369,i440,0.16
i299,i157,0.16
i231,i355,0.16
i228,i104,0.16
i231,i303,0.16
i104,i52,0.16
i231,i556,0.16
i412,i57,0.16
i144,i132,0.16
i299,i393,0.16
i412,i287,0.16
i104,i351,0.16
i299,i476,0.16
i144,i330,0.16
i228,i527,0.16
i158,i196,0.16
i228,i222,0.16
i228,i557,0.16
i530,i196,0.16
i222,i351,0.16
i510,i368,0.16
i530,i351,0.16
i231,i440,0.16
i231,i262,0.16
i466,i351,0.16
i466,i196,0.16
i299,i273,0.16
i231,i213,0.16
i299,i557,0.16
i530,i287,0.16
i527,i351,0.16
i466,i287,0.16
i231,i351,0.16
i222,i52,0.16
i510,i556,0.16
i527,i52,0.16
i412,i416,0.16
i510,i531,0.16
i231,i531,0.16
i412,i87,0.16
i118,i303,0.16
i228,i118,0.16
i412,i20,0.16
i27,i504,0.15000000000000002
i482,i5,0.13333333333333333
i447,i338,0.13333333333333333
i466,i35,0.13333333333333333
i95,i261,0.13333333333333333
i373,i224,0.13333333333333333
i532,i369,0.13333333333333333
i42,i365,0.13333333333333333
i482,i109,0.13333333333333333
i373,i64,0.13333333333333333
i532,i466,0.13333333333333333
i482,i212,0.13333333333333333
i373,i68,0.13333333333333333
i447,i100,0.13333333333333333
i27,i328,0.13333333333333333
i447,i243,0.13333333333333333
i42,i67,0.13333333333333333
i359,i397,0.13333333333333333
i261,i373,0.13333333333333333
i373,i436,0.13333333333333333
i373,i554,0.13333333333333333
i42,i259,0.13333333333333333
i47,i50,0.13333333333333333
i501,i14,0.13333333333333333
i117,i85,0.13333333333333333
i42,i261,0.13333333333333333
i261,i93,0.13333333333333333
i95,i259,0.13333333333333333
i532,i232,0.13333333333333333
i373,i397,0.13333333333333333
i447,i92,0.13333333333333333
i367,i420,0.13333333333333333
i154,i131,0.13333333333333333
i367,i271,0.13333333333333333
i447,i138,0.13333333333333333
i114,i100,0.13333333333333333
i447,i454,0.13333333333333333
i374,i138,0.13333333333333333
i359,i234,0.13333333333333333
i261,i50,0.13333333333333333
i374,i174,0.13333333333333333
i253,i390,0.13333333333333333
i482,i390,0.13333333333333333
i374,i47,0.13333333333333333
i555,i92,0.13333333333333333
i374,i202,0.13333333333333333
i482,i77,0.13333333333333333
i374,i430,0.13333333333333333
i374,i367,0.13333333333333333
i420,i77,0.13333333333333333
i482,i163,0.13333333333333333
i27,i234,0.13333333333333333
i71,i77,0.13333333333333333
i555,i243,0.13333333333333333
i374,i187,0.13333333333333333
i261,i76,0.13333333333333333
i114,i454,0.13333333333333333
i516,i243,0.13333333333333333
i117,i232,0.13333333333333333
i114,i338,0.13333333333333333
i367,i520,0.13333333333333333
i117,i302,0.13333333333333333
i71,i328,0.13333333333333333
i277,i77,0.13333333333333333
i174,i50,0.13333333333333333
i461,i296,0.13333333333333333
i516,i202,0.13333333333333333
i482,i413,0.13333333333333333
i154,i347,0.13333333333333333
i482,i178,0.13333333333333333
i74,i328,0.13333333333333333
i74,i234,0.13333333333333333
i374,i92,0.13333333333333333
i393,i163,0.13333333333333333
i374,i243,0.13333333333333333
i114,i138,0.13333333333333333
i374,i100,0.13333333333333333
i74,i397,0.13333333333333333
i482,i312,0.13333333333333333
i482,i7,0.13333333333333333
i261,i205,0.13333333333333333
i374,i454,0.13333333333333333
i374,i338,0.13333333333333333
i472,i461,0.13333333333333333
i74,i14,0.13333333333333333
i71,i14,0.13333333333333333
i231,i453,0.13333333333333333
i482,i286,0.13333333333333333
i71,i68,0.13333333333333333
i27,i397,0.13333333333333333
i174,i400,0.13333333333333333
i261,i248,0.13333333333333333
i367,i414,0.13333333333333333
i174,i271,0.13333333333333333
i261,i298,0.13333333333333333
i174,i420,0.13333333333333333
i71,i64,0.13333333333333333
i225,i14,0.13333333333333333
i50,i170,0.13333333333333333
i466,i390,0.13333333333333333
i298,i170,0.13333333333333333
i202,i326,0.13333333333333333
i154,i205,0.13333333333333333
i154,i373,0.13333333333333333
i298,i14,0.13333333333333333
i298,i68,0.13333333333333333
i195,i385,0.13333333333333333
i234,i128,0.13333333333333333
i131,i397,0.13333333333333333
i131,i554,0.13333333333333333
i298,i92,0.13333333333333333
i234,i506,0.13333333333333333
i95,i68,0.13333333333333333
i154,i93,0.13333333333333333
i123,i338,0.13333333333333333
i95,i92,0.13333333333333333
i131,i436,0.13333333333333333
i195,i520,0.13333333333333333
i109,i506,0.13333333333333333
i298,i323,0.13333333333333333
i347,i130,0.13333333333333333
i367,i326,0.13333333333333333
i367,i459,0.13333333333333333
i414,i461,0.13333333333333333
i10,i174,0.13333333333333333
i298,i397,0.13333333333333333
i212,i466,0.13333333333333333
i123,i301,0.13333333333333333
i500,i329,0.13333333333333333
i47,i93,0.13333333333333333
i131,i261,0.13333333333333333
i109,i387,0.13333333333333333
i131,i47,0.13333333333333333
i500,i5,0.13333333333333333
i158,i174,0.13333333333333333
i212,i232,0.13333333333333333
i55,i80,0.13333333333333333
i55,i85,0.13333333333333333
i472,i234,0.13333333333333333
i55,i457,0.13333333333333333
i154,i296,0.13333333333333333
i347,i47,0.13333333333333333
i131,i407,0.13333333333333333
i500,i407,0.13333333333333333
i202,i459,0.13333333333333333
i261,i457,0.13333333333333333
i131,i259,0.13333333333333333
i222,i329,0.13333333333333333
i55,i164,0.13333333333333333
i154,i457,0.13333333333333333
i37,i460,0.13333333333333333
i500,i178,0.13333333333333333
i500,i480,0.13333333333333333
i131,i55,0.13333333333333333
i212,i302,0.13333333333333333
i261,i128,0.13333333333333333
i47,i373,0.13333333333333333
i377,i407,0.13333333333333333
i109,i460,0.13333333333333333
i288,i397,0.13333333333333333
i114,i243,0.13333333333333333
i212,i425,0.13333333333333333
i447,i367,0.13333333333333333
i447,i195,0.13333333333333333
i461,i518,0.13333333333333333
i447,i430,0.13333333333333333
i420,i100,0.13333333333333333
